Domain,Complaint/ Opinion,Complaint Label,Severity level,Sentiment,Emotion
Crypto,"Doubt kills more dreams than failure ever will.
Remember, wealthy people invest first and spend what’s left and broke people spend

You can't have a million dollar dream with a minimum wage work ethic

Start a reliable invest wit me today.
#bitcoin https://t.co/YGmdUfvM88",0,Non-Complaint,positive,other
Crypto,"@joakimhi 1/ There is no other invention, tmk, that has successfully solved global coordination failure e.g. there is no dispute of the number of Bitcoin, Ether and who has them at any given time im both their respective history. Thus allowing humans to finally trust numbers.",0,Non-Complaint,positive,other
Crypto,"Money does not enter the urgent door, the more you toss about, the more you lose. Don't be complacent after success, perhaps the next step is a trap; Don't be humble after failure, no one has been locked in the winter cold.

#Bitcoin #Ethereum #Crypto https://t.co/GK95a8akFe",0,Non-Complaint,negative,fear
Crypto,"@adrien_nav @hoffcopter @THORChain Wrapped Bitcoin is not Bitcoin, Wrapped Ethereum is not Ethereum. They present serious regulatory and/or security risks (government action against centralized wrapped issuers, smart contract failure against decentralized wrapped issuers.)",0,Non-Complaint,negative,fear
Crypto,"@TheGuySwann @RedPillFinance1 @vamosvigilante lmao maxis spend so much time jerking each other off that the slightest bit of criticism throws them into a temper tantrum. Get fucked dude, your project is a failure. People like you destroyed Bitcoin. Some of us actually remember buying shit with BTC.",0,Non-Complaint,negative,disgust
Crypto,"""Success is not final; failure is not fatal: It is the courage to continue that counts."" - Winston S. Churchill",0,Non-Complaint,positive,happiness
Crypto,"Bitcoin security is paramount. A failure to implement best practices can leave you with a total loss. After all, there is no “Bitcoin Hotline” to call when you make a mistake with your wallets.

There are a multitude of ways to secure your Bitcoin...
https://t.co/2I1ObDYRG0 https://t.co/OWq7CPHPNB",0,Non-Complaint,positive,happiness
Crypto,"@Nouriel It's amazing how Bitcoin could fail in less than four months of usage in El Salvador. 

Do you care to make similar declarations about COVID policies after nearly two years of poor outcomes?

How about central bank policies and fiat currencies with their near 100% failure rates?",0,Non-Complaint,negative,surprise
Crypto,"@MattRixman @history_token @VitalikButerin Are you seriously arguing that SHA 256 failure is something to take in consideration?

SHA failure would not happen suddenly, it is a progress of the computing power, and Bitcoin could be prepared years in advance before it happens.",0,Non-Complaint,negative,surprise
Crypto,"* When I double my rate of failure I double my rate of success. - James Swanwick, former ESPN anchor
* Thinking is easy, acting is difficult, and to put one's thoughts into action is the most difficult thing in the world. - Johann Wolfgang von Goethe",0,Non-Complaint,neutral,other
Crypto,"Success is not built on success. It's built on failure. It's built on frustration. Sometimes its built on catastrophe. Success is the sum of small efforts - repeated day in and day out.

#金スマ    #紅の豚 #Bitcoin #cryptocurrency #Crypto",0,Non-Complaint,positive,other
Crypto,$BTC $BTCUSD #Bitcoin - coin needs to get back above $44K; continued failure to recapture this level allows for downside momentum to pick back up. https://t.co/KynldShSDX,0,Non-Complaint,neutral,fear
Crypto,"You are capable of more than you know.Choose a goal that seems right for you and strive to be the best, however hard the path. Aim high. Behave honorably. Prepare to be alone at times, and to endure failure. Persist! The world needs all you can give

Good morning 
#Bitcoin #少妇",0,Non-Complaint,positive,happiness
Crypto,"@DavidJoy_Author @alexanderchee I can only speak with regard to bitcoin, but it's valuable because it is the first money that has the important characteristics of being:
- scarce (can't copy it and deflationary)
- bearer (self-custody, no banks)
- digital (not physical)
- decentralized (no central failure)",0,Non-Complaint,positive,other
Crypto,@RJZII2 bitcoin aint doing shit but moving up and down in price. the headline of the failure of the world is covid. bitcoin is not salvation from an entire population manipulated against you.,0,Non-Complaint,positive,surprise
Crypto,"@ewoudjansen @AltcoinDailyio Bitcoin was a big failure from 0.1 $ to 67,000$",0,Non-Complaint,negative,disgust
Crypto,"A failure is not always a mistake, it may simply be the best one can do under the circumstances. The real mistake is to stop trying 

Invest into #Bitcoin today and keep winning 

#INDvsSAF #investment #investors #Crypto #cryptocurrency",0,Non-Complaint,positive,other
Crypto,"1/n

fans of #Bitcoin only speak about advantages...

opponents focus only on weaknesses...

let's try to ponder, neutrally, both 

👍strengths 
            &amp; 
👎weaknesses 

👇👇

this 🧵contains the words:
- middleman
- point of failure
- political systems",0,Non-Complaint,positive,happiness
Crypto,"3/3 oversimplified. The take-away is that the majority can't be right about short term price movements. Its why I stay clear of TA. Its own success guarantees its failure. Just my thoughts, open to correction @WClementeIII #Bitcoin @100trillionUSD @APompliano",0,Non-Complaint,positive,other
Crypto,The rivalry in the global crypto market between Ethereum and Bitcoin is a glorious one. Ethereum has risen up as the major competitor - https://t.co/ye4MrAMN3k https://t.co/uCjASZKdhA,0,Non-Complaint,positive,happiness
Crypto,"Success is walking from failure to failure with no loss of enthusiasm. 
 
 #passiveincome #money #benjamins #investing #wallstreet #stocks #business #rich #million #billion #success #moneymaking #bitcoin #motivation #financialfreedom",0,Non-Complaint,positive,happiness
Crypto,"Watch the clip below Success without failure is meaningless
like and retweet pls
#btc #Bitcoin  #Comment  #movies  #ArrestFauci #alterphillippines  #AkshayKumar  #ContestAlert  #BorisMustGo #Bangarraaju  #BB15 #CashAppGifting  #SolanaAirdrop  #HappyKAIDay  #NFTCommunity  #auspol https://t.co/WWVGLWqNbX",0,Non-Complaint,positive,other
Crypto,@PeterSchiff The strategy of pursuing other’s failure don’t make you clever. Although you are chasing a dead horse trying to convince others that #bitcoin fails,0,Non-Complaint,negative,anger
Crypto,@MorganTBennett @gluk64 @epolynya @jadler0 @ercwl Bitcoin LN is a failure by all means,0,Non-Complaint,negative,disgust
Crypto,"We need more fully decentralized stablecoins, whether algorithmic or crypto-collateralized. The USDT/USDC central point of failure is one of the most urgent risks to defi.

Looking at you @TheTNetwork... when stablecoin backed by tBTC #Bitcoin? https://t.co/EiznkXUUfD",0,Non-Complaint,negative,fear
Crypto,"Sounds like a high time preference, selfish, and sinful way to live. No regard for the legacy being left behind. No regard for anything except “living in the moment,” because of a failure to appreciate that the world goes on after one’s own death.
Bitcoin fixes this. https://t.co/hHv3jGqHGC",0,Non-Complaint,negative,anger
Crypto,"#BTC 🔛42k now.

🅰️ if #Bitcoin force it’s way thru 50ema , we must see 📈44k 🎯

🅱️ Failure will send #Btc back to 41/40k Significant Support. (Most likely, expect it , don’t get disappointed).

Kindly retweet and like to support our works #Bitcoin #Crypto #ETH",0,Non-Complaint,positive,other
Crypto,"@twinkisailer let's launch solar powered bitcoin nodes and miners in heliocentric orbit, to remove earth as a single point of failure

but those machines will just break in 50 years, max",0,Non-Complaint,negative,fear
Crypto,"@TempletonThomas Wow. No explicit focus on energy efficiency/ sustainability ? It’s probably biggest single source of failure for Bitcoin. Use of stranded energy, renewables and perhaps going back to first principles to address this. Clearly wasn’t a consideration during inception @jack",0,Non-Complaint,negative,sadness
Crypto,"@OnlyEirik @jchervinsky @twobitidiot That energy cant be used by those that need it is a failure of society. Its compounded by Bitcoin Maxis &amp; their nonsense about it being store of energy, all it is doing is sucking up resources. You only have to see racks of mining kit doing useless calcs as most produce 0.",0,Non-Complaint,negative,disgust
Crypto,"@reconlion1 @Hogefather @HogeFinance Also, was listening to the chapter the other day from The Bitcoin Standard about the recurrent failure of hard forks of the network. This sounds like a different scenario (ie the airdrop method you mentioned), but nevertheless enough to instill the fear of God.",0,Non-Complaint,negative,fear
Crypto,"@joekelly100 @eiaine @allenf32 @lawrencehwhite1 @gladstein I would say that Bitcoin's success or failure will be more contingent on social and political dynamics (shaped, but not determined, by the engineered incentives of the protocol), and even the metrics of ""success"" determined by those same dynamics w. intractable counterfactuals...",0,Non-Complaint,neutral,other
Crypto,"@thehollowway Did you read the article?

The point is to remove single points of failure, to optimize your financial strategy for your lifestyle while managing asset volatility, &amp; to face the fact that in most cases, you still can't walk down the street &amp; use bitcoin to buy most everyday needs",0,Non-Complaint,positive,other
Crypto,"#BTC #Bitcoin

No closure on the last move up, and we got a swing failure pattern at the previous high to reverse price back down.. so we reset!",0,Non-Complaint,neutral,fear
Crypto,"The road to SUCCESS is not far from the road to FAILURE 
But your ability to determine the road which is right by jumping into mind blowing opportunities you set your eyes upon 

Dm to learn how to earn 

 #LowApprovalRatingJoe #Crypto #cryptocurrency #Bitcoin",0,Non-Complaint,positive,happiness
Crypto,"@TheStalwart @stevehouf This all is reminiscent to me of the ""Bitcoin is a failure because you don't see people buying coffee with it.""

If the goal was to create a GTA on the blockchain, that would probably fail.

But the goal is to create new forms of games that in themselves economic experiments.",0,Non-Complaint,neutral,other
Crypto,"@PeterSchiff #Bitcoin fixes this. Gold will be a hedge against an unforeseen catastrophic failure of Bitcoin. Still useful.
It's like keeping your old CDs in case #Spotify fails!",0,Non-Complaint,positive,other
Crypto,"Failure is not the opposite of success, it’s part of success #memes #dogecoin #bitcoin #NFT #blockchain #cryptocurrencies #stocks #meme #stocks $NEGG $MMAT $WKHS $AMC https://t.co/dHeyM0TPhm … https://t.co/alOfbUxhse",0,Non-Complaint,positive,other
Crypto,"@AmonMetalHead @ClackersTRiley @ivomarinovic2 @smdiehl Yep, #Bitcoin in #ElSalvador is a complete failure 🤣🤡 https://t.co/E5aFvy1Ntm",0,Non-Complaint,negative,sadness
Crypto,"""#Bitcoin isn't a currency, so it's a failure!""

Ignoring, for the moment, El Salvador, as these people do, if #Bitcoin brings the world freedom, knowledge, and wealth, is it really a failure?  Or, hear me out here, have you put your goalposts in the wrong place?",0,Non-Complaint,neutral,surprise
Crypto,"@Nouriel Really? Well in that case you can go ahead and keep stacking your fiat while El Salvador will keep stacking Bitcoin. Since Bitcoin is a failure then you will be the big winner.
The only 🤡 is you! you are lack of brain to realize the all deal about Bitcoin as legal tender 🤦‍♂️",0,Non-Complaint,negative,surprise
Crypto,"@PeterIsza @diesesToastbrot @nayibbukele @PeterMcCormack @gladstein @Excellion @saylor @adam3us @jackmallers Top figures of the bitcoin community have naively become propagandists for a wannabe dictator because they want “number to go up”

Many are actively investing &amp; communicating with the regime

It’s a moral failure of the whole BTC narrative. Shitty tech is just the cherry on top.",0,Non-Complaint,neutral,other
Crypto,"@TheMoonCarl Bitcoin failing would mean the failure of human innovation and technology, the failure to create an independent global digital resource, failure to create an answer to fiat currency and failure to see the importance of a decentralised financial system.",0,Non-Complaint,negative,anger
Crypto,#bitcoin still has a single point of failure. Planet Earth.,0,Non-Complaint,negative,sadness
Crypto,"All eyes on #bitcoin yearly open.

If bulls can flip that region into support, we can trade the previous range. Failure to get above that region and we can see the current range continuing. 

Keep it simple

$btc https://t.co/gTT0IvPWXm",0,Non-Complaint,neutral,happiness
Crypto,@krugermacro ..also there are nuclear reactors made specifically for Bitcoin. And it still isn't enough. Energy price skyrocketed. Kazakhstan's failure did not stop other countries from being manipulated due to their 'cheap energy' and sure enough govts collapsed and average citizen suffer.,0,Non-Complaint,positive,happiness
Crypto,"Sars-Cov2 is a US funded, China leaked, world wide failure of our biggest institutions, government and media that has triggered a cascading descent into a world where no sain person can put their trust in authority... But luckily, with #Bitcoin you won't have to.",0,Non-Complaint,neutral,other
Crypto,"@disclosetv Trying to distract hypnotized normies for the vaxx mandate failure while we come in from behind...

https://t.co/0XbID8QZMa",0,Non-Complaint,neutral,other
Crypto,/u/nullc: ::eyeroll:: Don't be such a snowflake. BSV's decentralization and accompanying security failure is just as predicted. I will gladly admit that BSV is an impure experiment https://t.co/g0KM0Znb6Q,0,Non-Complaint,positive,happiness
Crypto,"@CStackamoto @levijawn @smdiehl Internet was successful therefore bitcoin must also be successful is not compelling logic.

I’d say Juicero was a failure therefore bitcoin will also be a failure is equally dubious logic, but probably a fairer comparison.",0,Non-Complaint,neutral,fear
Crypto,@PeterSchiff #Bitcoin definitely didn't fail. The only failure here is yourself (@PeterSchiff) who has been recommending people not buy #Bitcoin for years. You are the failure sir! Time to man up!,0,Non-Complaint,negative,anger
Crypto,"""El Salvador adopted the U.S. dollar as legal tender in 2001 after the failure of its native currency, the colón.""

100% lie. They adopted USD because the right-wing wanted to.

Salvadoran Ambassador to US: Bitcoin Challenges Your Authority https://t.co/yx3u9dyTcu via @coindesk",0,Non-Complaint,negative,fear
Crypto,@OTC_Bitcoin You are really convinced everyone with mRNA vaccines dies of heart failure. #futurewilltell #almanac At least warts disappear! https://t.co/vvMyjFQi0t,0,Non-Complaint,neutral,other
Crypto,"@Cryptnomad1 @RepTomEmmer There is no single point of failure when there are multiple channels open per node. Lightning Network is decentralized. If one channel is broken because a node is down, just route the payment through a different node/channel. Very robust and reliable.",0,Non-Complaint,positive,happiness
Crypto,Oh and the Bitcoin mining and vax passports agendas are two parts of the depopulation agenda which the events in Kazakhstan have shown to have failed. Like the depopulation agenda was a 99.9% failure.,0,Non-Complaint,negative,sadness
Crypto,@Bitcoin_Martian @RepTomEmmer You mean that single point of failure where both parties have to be on at the same time? You think that is a solution? Yeah that's cute. Good to get the old Model T out for a spin around the neighborhood once in awhile.,0,Non-Complaint,neutral,other
Crypto,"Hey @CNET failure to mention #Bitcoin is doing a disservice to your readers!

https://t.co/tXzS9OPEiU",0,Non-Complaint,negative,sadness
Crypto,@danwarrencarter @LayahHeilpern Bitcoin can’t do anything… that’s insane. It’s highly centralized as well.. that’s insane.. the narrative has changed twice over the years because of failure.. that’s insane.. “it’s a currency” 💩💩💩. “It’s a store of value” 💩💩💩. 🤣🤣🤣 buncha liars hoping idiots buy,0,Non-Complaint,negative,sadness
Crypto,"$BTC 1H Failure
Initial Target 43k
4h still look ok
#Bitcoin https://t.co/nY9nUdD82n",0,Non-Complaint,neutral,other
Crypto,"@lxhorta @milton197210 @nayibbukele I only see bitcoin becoming more mainstream

It's actually a much better currency than fiat

People are realizing the fiat system is a failure all around the globe",0,Non-Complaint,positive,surprise
Crypto,"Bitcoin isn’t a productive asset, but it doesn’t need to be.

It’s a collective choice for a better global reserve currency.

Its value is freedom, currency competition, censorship resistance, network security, a stable monetary policy, and the failure of existing alternatives.",0,Non-Complaint,neutral,other
Crypto,@PeterSchiff Pretty sure @nayibbukele has already built schools and is building other infrastructure thanks to #Bitcoin.  Fairly certain they are also going to monetize renewable energy sources via BTC mining that would've otherwise been wasted.  In what psychotic world is that a failure?,0,Non-Complaint,positive,surprise
Crypto,"@PBJ98094131 @RepTomEmmer Don’t you see the problem that the fate of your coin relies on a decision by the courts? This is the definition of centralization; a single point of failure. XRP is centralized.
It’s possible to shut down XRP with a single legal judgement.
It’s impossible to shut down Bitcoin.",0,Non-Complaint,negative,anger
Crypto,"@PeterSchiff #bitcoin has only been there a few months, give it a chance. #gold's been around thousand years and NO ONE anywhere is it using for payments. Talk about proven failure 🙁",0,Non-Complaint,negative,surprise
Crypto,"@PeterSchiff Since El Salvador cannot print its own currency, it has little means to fund its deficit spending.  Hence the Bitcoin Bonds.

Doomed for failure, folks.  El Presidente has gone off on an unsustainable spending trajectory of new projects.   Sound familiar?",0,Non-Complaint,negative,sadness
Crypto,@myrleKrantz @dystopiabreaker @apenwarr Bitcoin Beach was a failure?,0,Non-Complaint,neutral,other
Crypto,"@PeterSchiff lol, this is the conclusion after not even a few months - meanwhile, Gold HASN'T EVEN KEPT UP WITH INFLATION AFTER 10 YEARS - and it's NOT a failure? Good grief, Peter - dial down your bias a tad. It's blinding your basic ability to logic. #Bitcoin",0,Non-Complaint,negative,anger
Crypto,"@jackmallers Bitcoin is a failure, you can use it as a country reserve like gold, but for everyday transactions it's Digibyte.  If I had power, my country's currency would be @DigiByteCoin.  Fast tx, small fees, 51% attack resistant",0,Non-Complaint,neutral,fear
Crypto,"Term of the day A public blockchain (PB) such as Bitcoin is free &amp; available to the public. Anyone can join &amp; view its data. PB have no central authority to overwrite anyone's authority. PB are censorship resistance, immutable, &amp; have no single point of failure. #education",0,Non-Complaint,positive,happiness
Crypto,@PeterSchiff Foreign policy the mouthpiece of the state department is describing as a failure the decision of a sovereign country to move from the #dollar to the #bitcoin. Clearly a very objective article...,0,Non-Complaint,positive,happiness
Crypto,"Tech-failure predictions I was wrong about: long-term Google Ad Monetization (2004),  Nintendo Wii (2006), Twitter (2007), long-term relevance of Bitcoin (2009), Slack (2015)... what else?",0,Non-Complaint,positive,surprise
Crypto,@Elliot__Elliot @MrHodl @jack @morcosa @cz_binance @jespow @SBF_FTX @brian_armstrong @FTX_Official Their original failure at taking over Bitcoin development itself just meant they turned elsewhere to try again.,0,Non-Complaint,neutral,other
Crypto,"Failure to Prepare is Preparing to Lose

Buy some #bitcoin and Prepare to Succeed",0,Non-Complaint,positive,other
Crypto,"Failure is not the opposite of success, it’s part of success #memes #dogecoin #bitcoin #NFT #blockchain #cryptocurrencies #stocks #meme #stocks $NEGG $MMAT $WKHS $AMC https://t.co/dHeyM0TPhm … https://t.co/1PgQgxYDzB",0,Non-Complaint,positive,other
Crypto,"@udiWertheimer Innovating in bitcoin is bad, failure for bitcoin to innovate also bad. Cool engagement tactic Udi",0,Non-Complaint,negative,sadness
Crypto,"Post I'm updating to
Remember⚡
RSI 50 level 1st sign of failure
July, when below all MAs, we failed w/8 candles closed in the blue MA
The descending line from top of first attempt to top of second was key in spotting successful support
#Bitcoin #BTC
https://t.co/ycqXJiRhtG https://t.co/GblWSgUnx8",0,Non-Complaint,neutral,other
Crypto,"This is an example of a huge flaw in the Bitcoin community: a lack of curiosity and a failure to notice when confused about something.

The idea that Vitalik thought nodes should process 85 TB / year when they process 100 GB / year now should have been a huge warning sign (2/3)",0,Non-Complaint,negative,fear
Crypto,"Need a #web3 infrastructure?

RUN it ON $FLUX!
✔️ Any programming language
✔️ No hardware limitations
✔️ Zero developers fee
✔️ Scalable
✔️ Upgradable
✔️ No single point of failure guaranteed! 

@RunOnFlux #web30 ❤️#decentralized #cloudcomputing #cloud #bitcoin #ethereum #devops https://t.co/kPOSWwNbOG",0,Non-Complaint,positive,happiness
Crypto,"@PatatasSmall @LeoWandersleb @jack On the other side, people with (probably) deeper pockets and malicious intent want to attack devs to shape regulation in their favour (I.e. failure of the bitcoin network). For lack of a truly ideal solution it’s the best we have for now.",0,Non-Complaint,negative,sadness
Crypto,"I like how people think just because #Bitcoin  Q4 2021 was a price target failure, DCA is the best strategy.

Do the work, understand this asset and the scarcity of it, overcome your fears and your  baby levels of emotional volatility and SECURE your position.",0,Non-Complaint,positive,happiness
Crypto,"Block job postings reveal Jack Dorsey’s #Bitcoin plans https://t.co/RkGm2PPLKO via @cointelegraph

This idea of putting mining ASICs everywhere seems doomed to failure. 300 million hardware wallets also seems extremely unlikely. I don't think it will bring ""economic empowerment"".",0,Non-Complaint,negative,fear
Crypto,"A blockchain with the proper incentives for growth and maintenance offers censorship resistant wealth storage for decades, with no single point of failure.

But its hard. And slow. And requires constant vigil.
#Bitcoin, as money, is worth it.",0,Non-Complaint,neutral,fear
Crypto,"@Tetranode @MattDog_2020 Also what you’re saying is permissionless only relates to #Bitcoin. DeFi has and will continue to be centralized. Eth, Ada, Whatever shitcoin you want has a single point of failure or is a rugpull.",0,Non-Complaint,negative,disgust
Crypto,"@Tetranode @MattDog_2020 When you buy “crypto” on Robinhood, they can shut it down at anytime. You don’t OWN it on that platform. Until they come out with a wallet to transfer you Bitcoin and crypto out of Robinhood its a point of failure. Not you’re keys, not you’re coins.",0,Non-Complaint,negative,anger
Crypto,"Tips for Exercise Beginners #6
▶️Warm UP

Not warming up is a mistake many beginners make. Failure to warm up properly may increase the risk of injury.
Join our FREE Community today. Link for the App: https://t.co/mkPeT75Vla

#FitnessMana #CelebrateFitness #rexnctz #Bitcoin #BB15 https://t.co/mVrRyRAyly",0,Non-Complaint,neutral,other
Crypto,The tyranny is a cover for the failure of fiat.,0,Non-Complaint,positive,happiness
Crypto,$TCT Have you heard about #wildcardgame @wildcardp2e? I have and it's great !!  Success is not final; failure is not fatal: It is the courage to continue that counts. Bullish!! https://t.co/JSixUcTQdJ #bitcoin,0,Non-Complaint,positive,happiness
Crypto,"A red sheep in the middle of the green herd. #Commodities, #oil, #gold, #inflation expectations and inflation-protected bond #Etf Higher. Only the #Usdollar sank. His boss Powell was to blame for his failure. Mr. FED was too dovish #oott #fx #bitcoin #forex https://t.co/USCjt94Ajs",0,Non-Complaint,negative,disgust
Crypto,"Take your keys off the exchange and get the power back to the hands of the people- 

Everyone is pushing bitcoin back into what it was built to fight against. 

Centralized exchanges are centralized points of failure. They should only be used to exchange their value into fiat.",0,Non-Complaint,negative,anger
Crypto,@TContrapasso @PeterSchiff Gold's failure? How has Gold failed. It's been here for 1000's of years with growing use cases in every field imaginable where as Bitcoin continues to be side show after 13 years.,0,Non-Complaint,negative,surprise
Crypto,@HuseinNourdin Without being anonymous as a creator of bitcoin sooner or later u will fall in the puzzle of the centralization which will lead to the failure of the project so here the blockchain is the magic and lightning is the myth,0,Non-Complaint,negative,sadness
Crypto,"@ShakuKojyu @JorgeStolfi @backtodasein @Versie21M @PTeeezy @Royalkeyafrica ""The experience of the last 5 yrs is the SoV argument for small blocks was correct"" 
WTF you are talking about? in past 5yr bitcoin banned in biggest part of the world both by population and by size (Russia, India, China). Not a single CB (except 1) adopted it. its FAILURE!",0,Non-Complaint,negative,surprise
Crypto,"Also a great point on the episode with @austinhill:

Awesome note on Bitcoin core  development and its similarity to nuclear science and NASA space engineering: Priority one on risk aversion. Failure would risk the whole industry. Every 100h of coding followed by 900h if testing.",0,Non-Complaint,negative,fear
Crypto,@JoeBiden #joey how did you screw up so badly? What a failure you are. @SenatorTimScott @TheLeoTerrell @DonaldJTrumpJr @dagenmcdowell @SenatorBraun #Bitcoin #teleprompter #Fakenews #FoxNews #VoteThemAllOut2022 #VoterID,0,Non-Complaint,negative,anger
Crypto,"@BitcoinMagazine @pete_rizzo_ @YouTube @YouTubeCreators Guys #bitcoin is decentralization reason why it is unstoppable.
Wanna share this message with your video. Share the link and video offline and thousands of people will upload on YouTube. 
No single point of failure 😎
Unless you're looking for Likes 😙",0,Non-Complaint,positive,other
Crypto,"@MacroMarketBets @AnthonyDessauer @woonomic #Bitcoin is a wild success as a technology.
A sad failure as a tool for freedom. Time will prove this more and more. Anyone who disagrees does not understand the centralizing effects of #surveillance for power.
$dero $arrr $xmr https://t.co/itH1h7xKwA",0,Non-Complaint,positive,happiness
Crypto,"I guess the #bitcoin gods heard me. 43,100 it was and a straight bearish swing failure pattern in the making right now. Did not take the short but will be planning out my next trade soon depending on how this candle closes. $BTC https://t.co/7xC4IGIbgG",0,Non-Complaint,neutral,fear
Crypto,#bitcoin bulls don't want a lower high. I'll be watching 47k &amp; 52k areas. Failure there &amp; the bears will have a feast. Best case scenario for bulls &amp; one possible pattern still in play is that this was a running flat on the weekly. Time will tell &amp; we'll be finding out soon.,0,Non-Complaint,positive,happiness
Crypto,"Failure is not the opposite of success. It is part of it.

#failure #success #cryptocrash #bitcoin",0,Non-Complaint,positive,other
Crypto,"I can no longer fault any short scalpers here given the failure to make a local higher high so far failing to re-test  42825. I'm still expecting a move to 45700 before any larger move down but next downside levels to watch now are: 39600, 39015 &amp; 38178 IMO
#NFA $BTC #Bitcoin https://t.co/I0GYVsfWK8",0,Non-Complaint,positive,other
Crypto,"@artdesignbySF @MichielBdR @MarcFalzon @BitcoinMagazine @Bart_Mol @getumbrel By this definition we can say single point of failure doesn't exist generally, because you can always use an alternative solution. The reality is that if some Bitcoin nodes switch off, all the rest of participant transactions will not be affected, but with LN they'll be affected.",0,Non-Complaint,neutral,other
Crypto,"@Deepthought50 @jd1311311 @Dennis_Porter_ The only good thing about bitcoin is the idea. Bitcoin is not what people advertise. It's a disaster, a complete failure for average Joes. Now little people have another chance to fukc themselves even more with bitcoin. Will they do it?",0,Non-Complaint,negative,anger
Crypto,"#Bitcoin 
Scenario A is in play so far👌🏻
precious dip, 20$ deviation of the proposed level

Confirmation for the uptrend will be a clean flip of 43K on lower TFs, then 45-47 &amp; even 52 /57K will be on the table

failure to reclaim 43k will bring back B scenario (35.5/31k)

$BTC https://t.co/7DfIfbfBPW https://t.co/LY7lCjls45",0,Non-Complaint,positive,other
Crypto,"Never give up at any stage of failure, they are all training for an insane experience, so do yourself a favor by learning faster each time you fail 👊🏽

~ Bitcoin Menace.",0,Non-Complaint,positive,happiness
Crypto,"Failure ends the moment you start pushing yourself to improve 😀

#morningvibes #TuesdayThoughts #networkmarketing #firstscrap #bitcoin https://t.co/MYyzJCwgi5",0,Non-Complaint,positive,happiness
Crypto,"@MohdShahvaj4 @weng1755 @lItdcH0UqbcTPNC @eCashOfficial @Bitcoin_ABC No dear friend mohd, $xec did not use the distance between the two #Bitcoin  crashes between september and December.
When #btc reached ATH, many Altcoins were growing, but #XEC  was falling at the same time, losing 2B$ in market volume, which is by no means a small failure.",0,Non-Complaint,neutral,surprise
Crypto,Young: Tide's failure to execute in CFP loss 'on me' https://t.co/lYEFaHD9Pa  ▶️ https://t.co/NKkDBVS66N #Bitcoin #Sportsbook,0,Non-Complaint,neutral,other
Crypto,"@MichielBdR @MarcFalzon @BitcoinMagazine @artdesignbySF @Bart_Mol LN has no single shared view, that's why it requires manual connection setups (opening channels) at additional cost/tx fee (bitcoin nodes connect with each other automatically without additional cost) well connected LN node switching off is a single point of failure problem.",0,Non-Complaint,neutral,other
Crypto,@MichielBdR @MarcFalzon @BitcoinMagazine @artdesignbySF @Bart_Mol If you have read Bitcoin whitepaper you might have noticed that it is described as a network without a single point of failure. The lightning network on the other hand has the single point of failure issue.,0,Non-Complaint,neutral,surprise
Crypto,"@woonomic Not hardly. People feel safe in Bitcoin because of its truly decentralized nature, and the insurance that code will never be changed. There is still yet a coin today as decentralized and as big of a network as Bitcoin. There is no single point of failure.",0,Non-Complaint,positive,happiness
Crypto,"The #Arbitrum team informed users that the difficulties were caused by issues with their main sequencer node, which experienced a hardware failure that led the network to stall. https://t.co/g5v6XA0Dpt (via Twitter https://t.co/nzBB7g3l8B)",0,Non-Complaint,neutral,sadness
Crypto,"@Elisa75881164 @Techconcatalina @Bitcoin The past does not equal the future, there is no failure, only temporary cessation of success",0,Non-Complaint,positive,happiness
Crypto,"Just because you've made loses before through binary option trading doesn't mean you can't reinvest and recover all your loses, failure Is on the opposite of success it's always the part of success only.
 #bitcoin #blockchain #xrp #Ethereum #Binance #altcoin #trading #Crypto",0,Non-Complaint,positive,happiness
Crypto,Damn I guess Bitcoin crashed so hard it bounced back above 41k. What a terminal failure huh @PeterSchiff ?,0,Non-Complaint,positive,surprise
Crypto,@joeyeconomics @FreedomNowoN All we need is frequency. As long as one server in the world is running Bitcoin survives. This is what you FAIL to understand. Bitcoin has no single point of failure. Bitcoin survives no matter what. https://t.co/PZ3cZqguW1,0,Non-Complaint,positive,happiness
Crypto,"I like how people think just because #Bitcoin Q4 2021 was a price target failure, DCA is the best strategy.
Do the work, understand this asset and the scarcity of it, overcome your fears and your baby levels of emotional volatility and SECURE your position.",0,Non-Complaint,positive,other
Crypto,@_PaulBooth @EndlessDreammer @ProfFeynman It dose thats why i dont have a 9 to 5 when everyone in my family told me bitcoin was a scam i took the leap. Now they ask me for advice on it funny how that happens. Imagine if i had listened to them i would be living with so much regret. I can take failure but not regret.,0,Non-Complaint,positive,happiness
Crypto,"@gladstein @cz_binance @binance Correct me if I'm wrong, but Lightning Network currently only has centralized wallets on it?

Don't get me wrong, what's good for Bitcoin is good for decentralization... But that's a pretty glaring failure of LN up to this point.",0,Non-Complaint,negative,surprise
Crypto,"@shoofi69 @DylanLeClair_ He probably just loves that venture capital isn’t shilling their shit on retail.

Or maybe he likes the absence of a pre-mine.

Perhaps he enjoys the absence of any point of failure.

Consider “Solana Goes Down, Developers 'Successfully Restart' Mainnet Beta” 🤡🤡🤡

#Bitcoin",0,Non-Complaint,neutral,other
Crypto,@ShibaInuHodler I remember when Bitcoin dumped hard around $1 and everyone swore that crypto currency was a failure... Lmao 🤣 😂 wow! To only see history keep repeating itself like a nice trailer park family repeats history over and over again 😂🤣,0,Non-Complaint,negative,surprise
